hs_code,description,duty_rate,vat_rate,all_in_rate
6204630000,"-- Pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), de fibres synthétiques, pour femmes ou fillettes",20.0,18.0,44.28
6204690000,"-- Pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), d'autres matières textiles, pour femmes ou fillettes",20.0,18.0,44.28
6205200000,"- Chemises et chemisettes de coton, pour hommes ou garçonnets",20.0,18.0,44.28
6205300000,"- Chemises et chemisettes de fibres synthétiques ou artificielles, pour hommes ou garçonnets",20.0,18.0,44.28
6205900000,"- Chemises et chemisettes d'autres matières textiles, pour hommes ou garçonnets",20.0,18.0,44.28
6206100000,"- Chemisiers, blouses, blouses-chemisiers et chemisettes de soie ou de déchets de soie, pour femmes ou fillettes",20.0,18.0,44.28
6206200000,"-Chemisiers, blouses, blouses-chemisiers et chemisettes de laine ou de poils fins, pour femmes ou fillettes",20.0,18.0,44.28
6206300000,"- Chemisiers, blouses, blouses-chemisiers et chemisettes de coton, pour femmes ou fillettes",20.0,18.0,44.28
6206400000,"- Chemisiers, blouses, blouses-chemisiers et chemisettes de fibres synthétiques ou artificielles, pour femmes ou fillettes",20.0,18.0,44.28
6206900000,"- Chemisiers, blouses, blouses-chemisiers et chemisettes d'autres matières textiles, pour femmes ou fillettes",20.0,18.0,44.28
6207110000,"-- Slips, caleçons et articles similaires, de coton, pour hommes ou garçonnets",20.0,18.0,44.28
6207190000,"-- Slips, caleçons et articles similaires, d'autres matières textiles, pour hommes ou garçonnets",20.0,18.0,44.28
6207210000,"-- Chemises de nuits, pyjamas et articles similaires, de coton, pour hommes ou garçonnets",20.0,18.0,44.28
7113110000,"-- Articles de bijouterie ou de joaillerie et leurs parties en argent, même revêtu, plaqué ou doublé d'autres métaux précieux",20.0,18.0,44.28
7113190000,"-- Articles de bijouterie ou de joaillerie et leurs parties, en autres métaux précieux, même revêtus, plaqués ou doublés de métaux précieux",20.0,18.0,44.28
7113200000,- Articles de bijouterie ou de joaillerie et leurs parties en plaqués ou doublés de métaux précieux sur métaux communs,20.0,18.0,44.28
7114110000,"-- Articles d'orfèvrerie et leurs parties en argent, même revêtu, plaqué ou doublé d'autres métaux précieux",20.0,18.0,44.28
7114190000,"-- Articles d'orfèvrerie et leurs parties en métaux précieux (autre qu'en argent), même revêtus, plaqués ou doublés de métaux précieux",20.0,18.0,44.28
7114200000,- Articles d'orfèvrerie et leurs parties en plaqués ou doublés de métaux précieux sur métaux communs,20.0,18.0,44.28
7115100000,- Catalyseurs sous forme de toiles ou de treillis en platine,20.0,18.0,44.28
7115900000,-  Autres ouvrages en métaux précieux (autres que ceux du n° 7115.10) ou en plaqués ou doublés de métaux précieux,20.0,18.0,44.28
7116100000,- Ouvrages en perles fines ou de culture,20.0,18.0,44.28
7116200000,- Ouvrages en pierres gemmes ou en pierres synthétiques ou reconstituées,20.0,18.0,44.28
7117110000,"-- Boutons de manchettes et boutons similaires en métaux communs, même argentés, dorés ou platinés",20.0,18.0,44.28
7117190000,"-- Bijouterie de fantaisie en métaux communs, même argentés, dorés ou platinés, à l'exclusion des boutons de manchettes et similaires",20.0,18.0,44.28
7117900000,"-  Bijouterie de fantaisie autre qu'en métaux communs, argentés, dorés ou platinés",20.0,18.0,44.28
7118100000,"- Monnaies n'ayant pas cours légal, autres que les pièces d'or",20.0,18.0,44.28
7118900000,"- Monnaies ayant cours légal, autres que les pièces d'or",0.0,18.0,2.5
7201100000,"- Fontes brutes non alliées contenant en poids 0,5 % ou moins de phosphore en gueuses, saumons ou autres formes primaires",5.0,18.0,26.58
7201200000,"- Fontes brutes non alliées contenant en poids plus de 0,5 % de phosphore en gueuses, saumons ou autres formes primaires",5.0,18.0,26.58
7201500000,"- Fontes brutes alliées et fontes spiegel, en gueuses, saumons ou autres formes primaires",5.0,18.0,26.58
7202110000,-- Ferromanganèse contenant en poids plus de 2 % de carbone,5.0,18.0,26.58
7202190000,-- Ferromanganèse contenant en poids au plus 2 % de carbone,5.0,18.0,26.58
7202210000,-- Ferrosilicium contenant en poids plus de 55 % de silicium,5.0,18.0,26.58
7202290000,-- Ferrosilicium contenant en poids au plus 55 % de silicium,5.0,18.0,26.58
7202300000,- Ferro-silico-manganèse,5.0,18.0,26.58
7202410000,-- Ferrochrome contenant en poids plus de 4 % de carbone,5.0,18.0,26.58
7202490000,-- Ferrochrome contenant en poids au plus 4 % de carbone,5.0,18.0,26.58
7202500000,- Ferro-silico-chrome,5.0,18.0,26.58
7202600000,- Ferronickel,5.0,18.0,26.58
7202700000,- Ferromolybdène,5.0,18.0,26.58
7605290000,(--) Fils en alliage d'aluminium non allié autres que ceux dont la plus grande dimension de la section transversale excède 7 mm,10.0,18.0,32.48
7606111000,"--- Tôles et bandes en aluminium non allié, d'une épaisseur excédant 0,2 mm, de forme carrée ou rectangulaire, ondulées",20.0,18.0,44.28
7606119000,"--- Tôles et bandes en aluminium non allié, d'une épaisseur excédant 0,2 mm, de forme carrée ou rectangulaire, autres qu'ondulées",5.0,18.0,26.58
7606121000,"--- Tôles et bandes en alliages d'aluminium, d'une épaisseur excédant 0,2 mm, de forme carrée ou rectangulaire, ondulées",20.0,18.0,44.28
7606129000,"--- Tôles et bandes en alliages d'aluminium, d'une épaisseur excédant 0,2 mm, de forme carrée ou rectangulaire, autres qu'ondulées",5.0,18.0,26.58
7606911000,"--- Tôles et bandes en aluminium non allié, d'une épaisseur excédant 0,2 mm, ondulées, autres que de forme carrée ou rectangulaire",20.0,18.0,44.28
7606919100,"---- Tôles et bandes en aluminium non allié, d'épaisseur excédant 0,2 mm, peintes, revêtues ou vernies, aut. qu'ondulées ou de forme carrée…",5.0,18.0,26.58
7606919900,"---- Tôles et bandes en aluminium non allié, d'épaisseur excédant 0,2mm, aut. qu'ondulées ou peintes, revêtues, vernies ou de forme carrée…",5.0,18.0,26.58
7606921000,"--- Tôles et bandes en alliages d'aluminium, d'une épaisseur excédant 0,2 mm, ondulées, autres que de forme carrée ou rectangulaire",20.0,18.0,44.28
7606929100,"---- Tôles et bandes en alliages d'aluminium, d'épaisseur excédant 0,2mm, peintes, revêtues ou vernies, aut. qu'ondulées ou de forme carrée…",5.0,18.0,26.58
7606929900,"---- Autres tôles et bandes en alliages d'aluminium, d'une épaisseur excédant 0,2mm, du n° 76.06",5.0,18.0,26.58
7607110000,"-- Feuilles et bandes minces en aluminium, d'une épaisseur n'excédant pas 0,2 mm, sans support, simplement laminées",10.0,18.0,32.48
7607191000,"--- Feuilles et bandes minces en aluminium, d'une épaisseur n'excédant pas 0,2 mm, sans support, imprimées",10.0,18.0,32.48
7607199000,"--- Feuilles et bandes minces en aluminium, d'une épaisseur n'excédant pas 0,2 mm, sans support, autres que simplement laminées ou imprimées",10.0,18.0,32.48
7607201000,"-- Feuilles et bandes minces en aluminium, d'une épaisseur n'excédant pas 0,2 mm (support non compris), sur support, imprimées",10.0,18.0,32.48
7607209000,"-- Feuilles et bandes minces en aluminium, d'une épaisseur n'excédant pas 0,2 mm (support non compris), sur support, autres qu'imprimées",10.0,18.0,32.48
7608100000,"- Tubes et tuyaux, en aluminium non allié",20.0,18.0,44.28
7608200000,"- Tubes et tuyaux, en alliages d'aluminium",20.0,18.0,44.28
7609000000,"Accessoires de tuyauterie (raccords, coudes, manchons, par exemple), en aluminium.",20.0,18.0,44.28
7610100000,"- Portes, fenêtres et leurs cadres, chambranles et seuils, en aluminium, à l'exception des constructions préfabriquées du n° 94.06",20.0,18.0,44.28
7610900000,"- Autres constructions et leurs parties, articles préparés en vue de leur utilisation dans la construction, en aluminium, du n°76.10",20.0,18.0,44.28
7611000000,"Réservoirs, foudres, cuves et récipients...pour toutes matières (sauf gaz), en aluminium, d'une contenance excédant 300 l, sans dispositifs…",20.0,18.0,26.58
7612100000,"- Etuis tubulaires souples en aluminium, pour toutes matières (sauf gaz), d'une contenance n'excédant pas 300 l, sans dispositif mécanique…",20.0,18.0,44.28
8433510000,-- Moissonneuses-batteuses,5.0,18.0,26.58
8433520000,"-- Machines et appareils pour le battage, autres que les moissonneuses-batteuses",5.0,18.0,26.58
8433530000,-- Machines pour la récolte des racines ou tubercules,5.0,18.0,26.58
8433590000,"-- Machines et appareils pour la récolte, à l'exclusion des machines pour la récolte des racines ou tubercules",5.0,18.0,26.58
8433600000,"- Machines pour le nettoyage ou le triage des ?oeufs, fruits ou autres produits agricoles, autres que les machines et appareils du n° 84.37",5.0,18.0,26.58
8433900000,"- Parties de machines, appareils ou engins du n° 84.33",5.0,18.0,26.58
8434100000,- Machines à traire,5.0,18.0,26.58
8434200000,- Machines et appareils de laiterie,5.0,18.0,26.58
8434900000,- Parties des machines à traire ou machines et appareils de laiterie,5.0,18.0,26.58
8435100000,"- Presses, pressoirs, fouloirs, machines, appareils analogues pour la fabrication du vin, du cidre, des jus de fruit ou boissons similaires",5.0,18.0,26.58
8435900000,"- Parties de presse, pressoir, fouloir, machine, appareils analogues pr la fabrication du vin, cidre, de jus de fruit ou boissons similaires",5.0,18.0,26.58
8436100000,- Machines et appareils pour la préparation des aliments ou provendes pour animaux,5.0,18.0,26.58
8436210000,-- Couveuses et éleveuses,5.0,18.0,26.58
8436290000,-- Machines et appareils pour l'aviculture autres que couveuses et éleveuses,5.0,18.0,26.58
8436800000,"- Autres machines et appareils pour l'agriculture, l'horticulture, la sylviculture, l'apiculture, y compris les germoirs ..., du n° 84.36",5.0,18.0,26.58
8436910000,-- Parties de machines ou appareils d'aviculture,5.0,18.0,26.58
8436990000,-- Parties de machines ou appareils du n° 84.36 autres que les parties de machines ou appareils d'aviculture,5.0,18.0,26.58
8437100000,"- Machines pour le nettoyage, le triage ou le criblage des grains ou des légumes secs",5.0,18.0,26.58
8437800000,- Machines et appareils pour la minoterie ou le traitement des céreales ou légumes secs autres que les machines et appareils du type fermier,5.0,18.0,26.58
8437900000,- Parties des machines et appareils du n° 84.37,5.0,18.0,26.58
8438100000,"- Machines et appareils pour la boulangerie, la pâtisserie, la biscuiterie ou pour la fabrication des pâtes alimentaires",5.0,18.0,26.58
8438200000,- Machines et appareils pour la confiserie ou pour la fabrication du cacao ou du chocolat,5.0,18.0,26.58
8438300000,- Machines et appareils pour la sucrerie,5.0,18.0,26.58
8438400000,- Machines et appareils pour la brasserie,5.0,18.0,26.58
8438500000,- Machines et appareils pour le travail des viandes,5.0,18.0,26.58
8438600000,- Machines et appareils pour la préparation des fruits ou des légumes,5.0,18.0,26.58
8438800000,"- Machines et appareils, NDCA, pour la préparation ou la fabrication industrielle d'aliments ou de boissons, du n°84.38",5.0,18.0,26.58
8438900000,- Parties de machines et appareils du n° 84.38,5.0,18.0,26.58
6207220000,"-- Chemises de nuits, pyjamas et articles similaires, de fibres synthétiques ou artificielles, pour hommes ou garçonnets",20.0,18.0,44.28
6207290000,"-- Chemises de nuits, pyjamas et articles similaires, d'autres matières textiles, pour hommes ou garçonnets",20.0,18.0,44.28
6207910000,"-- Gilets de corps, peignoirs de bain, robes de chambre et articles similaires, de coton, pour hommes ou garçonnets",20.0,18.0,44.28
6207990000,"-- Gilets de corps, peignoirs de bain, robes de chambre et articles similaires, d'autres matières textiles, pour hommes ou garçonnets",20.0,18.0,44.28
6208110000,"-- Combinaison ou fonds de robes, jupons et articles similaires, de  fibres synthétiques ou artificielles, pour femmes ou fillettes",20.0,18.0,44.28
6208190000,"-- Combinaison ou fonds de robes, jupons et articles similaires, d'autres matières textiles, pour femmes ou fillettes",20.0,18.0,44.28
6208210000,"-- Chemises de nuits, pyjamas et articles similaires, de coton, pour femmes ou fillettes",20.0,18.0,44.28
6208220000,"-- Chemises de nuits, pyjamas et articles similaires, de fibres synthétiques ou artificielles, pour femmes ou fillettes",20.0,18.0,44.28
6208290000,"-- Chemises de nuits, pyjamas et articles similaires, d'autres matières textiles, pour femmes ou fillettes",20.0,18.0,44.28
6208910000,"-- Gilets de corps et chemises de jour, slips, déshabillés, peignoirs de bain, robes de chambre et simil.,de coton, pour femmes ou fillettes",20.0,18.0,44.28
6208920000,"-- Gilets de corps et chemises de jour, slips, déshabillés… et articles similaires,de fibres synth. ou artificiel., pour femmes ou fillettes",20.0,18.0,44.28
6208990000,"-- Gilets de corps et chemises de jour, slips, déshabillés... et articles similaires, d'autres matières textiles, pour femmes ou fillettes",20.0,18.0,44.28
6209200000,- Vêtements et accessoirs du vêtement de coton pour bébé,20.0,18.0,44.28
6209300000,- Vêtements et accessoirs du vêtement de fibres synthétiques pour bébé,20.0,18.0,44.28
6209900000,- Vêtements et accessoirs du vêtement d'autres matières textiles pour bébé,20.0,18.0,44.28
6210100000,- Vêtements confectionnés en produits des n°s 56.02 ou 56.03,20.0,18.0,44.28
6210200000,"- Autres vêtements, des types visés dans les n°s 6201.11 à 6201.19, confectionnés en produits des n° 59.03, 59.06 ou 59.07",20.0,18.0,44.28
6210300000,"- Autres vêtements, des types visés dans les n°s 6202.11 à 6202.19, confectionnés en produits des n° 59.03, 59.06 ou 59.07",20.0,18.0,44.28
6210400000,"- Autres vêtements pour hommes ou garçonnets, confectionnés en produits des n° 59.03, 59.06 ou 59.07",20.0,18.0,44.28
6210500000,"- Autres vêtements pour femmes ou fillettes, confectionnés en produits des n° 59.03, 59.06 ou 59.07",20.0,18.0,44.28
6211110000,"-- Maillots, culottes et slips de bain pour hommes ou garçonnets",20.0,18.0,44.28
6211120000,"-- Maillots, culottes et slips de bain  pour femmes ou fillettes",20.0,18.0,44.28
6211200000,- Combinaisons et ensembles de ski,20.0,18.0,44.28
6211320000,-- Autres vêtements de coton pour hommes ou garçonnets,20.0,18.0,44.28
7202800000,- Ferrotungstène et ferro-silico-tungstène,5.0,18.0,26.58
7202910000,-- Ferrotitane et ferro-silico-titane,5.0,18.0,26.58
7202920000,-- Ferrovanadium,5.0,18.0,26.58
7202930000,-- Ferroniobium,5.0,18.0,26.58
7202990000,"-- Autres ferro-alliages, du n° 72.02",5.0,18.0,26.58
7203100000,"- Produits ferreux obtenus par réduction directe des minerais de fer, en morceaux, boullettes ou formes similaires",5.0,18.0,26.58
7203900000,"- Autres produits ferreux spongieux et fer d'une pureté minimale en poids de 99,94 %, en morceaux, boulettes ou formes similaires",5.0,18.0,26.58
7204100000,- Déchets et débris de fonte,5.0,18.0,7.5
7204210000,-- Déchets et débris d'aciers inoxydables,5.0,18.0,7.5
7204290000,-- Déchets et débris d'aciers alliés autres que inoxydables,5.0,18.0,7.5
7204300000,- Déchets et débris de fer ou d'acier étamés,5.0,18.0,7.5
7204410000,"-- Tournures, frisons, copeaux, meulures, sciures, limailles et chutes d'estampage ou de découpage, même en paquets, d'autres fer et acier",5.0,18.0,7.5
7204490000,"-- Autres déchets et débris, du n° 72.04",5.0,18.0,7.5
7204500000,- Déchets lingotés en fer ou en acier,5.0,18.0,26.58
7205100000,"- Grenailles de fonte brute, de fonte spiegel, de fer ou d'acier",5.0,18.0,26.58
7205210000,-- Poudres d'aciers alliés,5.0,18.0,26.58
7205290000,"-- Poudres de fonte brute, de fonte spiegel, de fer ou d'acier autres que d'aciers d'alliés",5.0,18.0,26.58
7206100000,"- Fer et aciers non alliés en lingots, à l'exclusion du fer du n° 72.03",5.0,18.0,26.58
7206900000,"- Fer et aciers non alliés sous formes primaires autres que de lingots, à l'exclusion du fer du n° 72.03",5.0,18.0,26.58
7207110000,"-- Demi-produits en fer ou en aciers non alliés, contenant en poids moins de 0,25 % de carbone, de section transversale carrée ou rectangul…",5.0,18.0,26.58
7207120000,"-- Demi-produits en fer ou en aciers non alliés, contenant en poids moins de 0,25% de carbone, de section transversale rectangul. aut. que…",5.0,18.0,26.58
7207190000,"-- Demi-produits en fer ou en aciers non alliés, contenant en poids moins de 0,25% de carborne, du n° 72.07",5.0,18.0,26.58
7207200000,"- Demi-produits en fer ou en aciers non alliés contenant en poids 0,25 % ou plus de carbone",5.0,18.0,26.58
7208100000,"- Produits laminés plats, en fer ou en aciers non alliés, largeur 600mm ou plus, enroulés, simplement laminés à chaud, avec motifs en relief",5.0,18.0,26.58
7208250000,"-- Produit laminé plat, en fer ou acier non allié, larg. 600mm ou plus, enroulé, simplement laminé à chaud, décapé, épaisseur 4,75mm ou plus",5.0,18.0,26.58
7208260000,"-- Produit laminé plat en fer ou acier non allié, larg.600mm ou plus, enroulé, simpl. laminé à chaud, décapé, épais.de 3mm à moins de 4,75mm",5.0,18.0,26.58
7208270000,"-- Produit laminé plat, en fer ou acier non allié, larg. 600mm ou plus, enroulé, simplement laminé à chaud, décapé, épais. inférieure à 3mm",5.0,18.0,26.58
7208360000,"-- Produit laminé plat, en fer ou acier non allié, largeur 600mm ou plus, enroulé, simplement laminé à chaud, d'une épaisseur excédant 10mm",5.0,18.0,26.58
7612901000,"-- Boîtes  en aluminium, pour toutes matières (sauf gaz), d'une contenance n'excédant pas 300 l, sans dispositifs mécaniques ou thermiques…",10.0,18.0,32.48
7612909000,"-- Autres récipients en aluminium, pour toutes matières (sauf gaz), d'une contenance n'excédant pas 300 l, sans dispositifs ..., du n°76.12",20.0,18.0,44.28
7613000000,Récipients en aluminium pour gaz comprimés ou liquéfiés.,20.0,18.0,26.58
7614100000,"- Torons, câbles, tresses et similaires, en aluminium, non isolés pour l'électricité, avec âme en acier",20.0,18.0,44.28
7614901000,"-- Conducteurs neutres en aluminium munis d'une gaine d'étanchéité en plomb, non isolés pour l'électricité",10.0,18.0,32.48
7614909000,"-- Autres articles en aluminium, non isolés pour l'électricité, du n° 76.14",20.0,18.0,44.28
7615101000,"-- Eponges, torchons, gants et articles similaires pour le récurage, le polissage ou usages analogues, en aluminium",20.0,18.0,44.28
7615109000,"-- Articles de ménage ou d'économie domestique et leurs parties, en aluminium",20.0,18.0,44.28
7615200000,"- Articles d'hygiène ou de toilette et leurs parties, en aluminium",20.0,18.0,44.28
7616100000,"- Pointes, clous, crampons appointés, vis, boulons, écrous, crochets à pas de vis, rivets, goupilles, chevilles, clavettes..., en aluminium",20.0,18.0,44.28
7616910000,"-- Toiles métalliques, grillages et treillis, en fils d'aluminium",20.0,18.0,44.28
7616991000,--- Accessoires pour lignes électriques en aluminim,20.0,18.0,44.28
7616999000,"--- Autres ouvrages en aluminium, du n° 73.16",20.0,18.0,44.28
7801100000,- Plomb affiné sous forme brute,5.0,18.0,26.58
7801910000,"-- Plomb sous forme brute, contenant de l'antimoine comme autre élément prédominant en poids",5.0,18.0,26.58
7801990000,"-- Plomb sous forme brute, autre, du n° 78.01",5.0,18.0,26.58
7802000000,Déchets et débris de plomb.,5.0,18.0,26.58
7804110000,"-- Feuilles et bandes en plomb, d'une épaisseur n'excédant pas 0,2 mm (support non compris)",10.0,18.0,32.48
7804190000,"-- Feuilles et bandes d'une épaisseur excédant 0,2 mm (support non compris), tables, en plomb",10.0,18.0,32.48
7804200000,- Poudres et paillettes de plomb,5.0,18.0,26.58
7806001000,"- Barres, tringles, profilés et fils, en plomb",20.0,18.0,44.28
7806002000,- Lests pour filets de pêche en plomb,5.0,18.0,44.28
7806009000,- Autres ouvrages en plomb du n° 78.06,20.0,18.0,44.28
7901110000,"-- Zinc non allié, sous forme brute, contenant en poids 99,99 % ou plus de zinc",5.0,18.0,26.58
7901120000,"-- Zinc non allié, sous forme brute,contenant en poids moins de 99,99 % de zinc",5.0,18.0,26.58
7901200000,- Alliages de zinc sous forme brute,5.0,18.0,26.58
7902000000,Déchets et débris de zinc.,5.0,18.0,26.58
7903100000,- Poussières de zinc,5.0,18.0,26.58
7903900000,- Poudres et paillettes de zinc,5.0,18.0,26.58
7904000000,"Barres, profilés et fils, en zinc.",20.0,18.0,44.28
7905000000,"Tôles, feuilles et bandes, en zinc.",10.0,18.0,32.48
8439100000,- Machines et appareils pour la fabrication de la pâte de matières fibreuses cellulosiques,5.0,18.0,26.58
8439200000,- Machines et appareils pour la fabrication du papier ou du carton,5.0,18.0,26.58
8439300000,- Machines et appareils pour le finissage du papier ou du carton,5.0,18.0,26.58
8439910000,-- Parties de machines ou appareils pour la fabrication de la pâte de matières fibreuses cellulosiques,5.0,18.0,26.58
8439990000,-- Parties de machines ou appareils pour la fabrication ou le finissage du papier ou du carton,5.0,18.0,26.58
8440100000,"- Machines et appareils pour le brochage ou la réliure, y compris les machines à coudre les feuillets",5.0,18.0,26.58
8440900000,"- Parties de machines ou appareils pour le brochage ou la réliure, y compris les machines à coudre les feuillets",5.0,18.0,26.58
8441100000,- Coupeuses,5.0,18.0,26.58
8441200000,"- Machines pour la fabrication de sacs, sachets ou enveloppes en pâte à papier, papier ou carton",5.0,18.0,26.58
8441300000,"- Machines pour la fabrication de boîtes, caisses...ou contenants similaires en pâte à papier, papier ou carton, autrement que par moulage",5.0,18.0,26.58
8441400000,"- Machines à mouler les articles en pâte à papier, papier ou carton",5.0,18.0,26.58
8441800000,"- Autres machines et appareils pour le travail de la pâte à papier, du papier ou du carton, du n° 84.41",5.0,18.0,26.58
8441900000,- Parties de machines et appareils du n° 84.41,5.0,18.0,26.58
8442300000,"- Machines, appareils et matériels (…) pour la préparation ou la fabrication des clichés, planches, cylindres ou autres organes imprimants",5.0,18.0,26.58
8442400000,"- Parties des machines, appareils ou matériels du n°84.42",5.0,18.0,26.58
8442500000,"- Cliché, planche, cylindre et aut. organes imprimants; pierres lithographiques, planche, plaque et cylindre préparé pour l'impression (...)",5.0,18.0,26.58
8443110000,"-- Machines et appareils à imprimer offset, alimentés en bobines",5.0,18.0,26.58
8443120000,"-- Machine et app. à imprimer offset de bureau, alimenté en feuil un côté n?excède pas 22 cm et l?autr n?excède pas 36 cm, à l?état non plié",5.0,18.0,26.58
8443130000,"-- Autres machines et appareils à imprimer offset, du n° 84.43",5.0,18.0,26.58
8443140000,"-- Machines et appareils à imprimer, typographiques, alimentés en bobines, à l'exclusion des machines et appareils flexographiques",5.0,18.0,26.58
8443150000,"-- Machines et appareils à imprimer, typographiques, aut. qu'?alimentés en bobines, à l'exclusion des machines et appareils flexographiques",5.0,18.0,26.58
8443160000,"-- Machines et appareils à imprimer, flexographiques",5.0,18.0,26.58
8443170000,"-- Machines et appareils à imprimer, héliographiques",5.0,18.0,26.58
8443190000,"-- Autres machines et appareils servant à l'impression au moyen de planches, cylindres et autres organes imprimants du n° 84.42",5.0,18.0,26.58
8443311000,"--- Machines assurant au moins deux des fonctions: impression, copie ou trans. de télécopie, incorporant une fonct. copie, aptes...un réseau",20.0,18.0,44.28
6211330000,-- Autres vêtements de fibres synthétiques ou artificielles pour hommes ou garçonnets,20.0,18.0,44.28
6211390000,-- Autres vêtements d'autres matières textiles pour hommes ou garçonnets,20.0,18.0,44.28
6211420000,-- Autres vêtements de coton pour femmes ou fillettes,20.0,18.0,44.28
6211430000,-- Autres vêtements de fibres synthétiques ou artificielles  pour femmes ou fillettes,20.0,18.0,44.28
6211490000,-- Autres vêtements d'autres matières textiles  pour femmes ou fillettes,20.0,18.0,44.28
6212100000,"- Soutiens-gorge, bustiers et articles similaires et leurs parties, même en bonneterie",20.0,18.0,44.28
6212200000,"- Gaines, gaines-culottes et articles similaires et leurs parties,  même en bonneterie",20.0,18.0,44.28
6212300000,"- Combinés et articles similaires et leurs parties, même en bonneterie",20.0,18.0,44.28
6212900000,"- Corsets, bretelles, jarretelles, jarretières et articles similaires et leurs parties, même en bonneterie",20.0,18.0,44.28
6213200000,- Mouchoirs et pochettes de coton,20.0,18.0,44.28
6213900000,"- Mouchoirs et pochettes d'autres matières textiles, à l'exclusion du coton",20.0,18.0,44.28
6214100000,"- Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et voilettes et articles similaires, de soie ou de déchets de soie",20.0,18.0,44.28
6214200000,"-Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et voilettes et articles similaires, de laine ou de poils fins",20.0,18.0,44.28
6214300000,"- Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et voilettes et articles similaires, de fibres synthétiques",20.0,18.0,44.28
6214400000,"-Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et voilettes et articles similaires, de fibres artificielles",20.0,18.0,44.28
6214900000,"- Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et voilettes et articles similaires, d'autres matières textiles",20.0,18.0,44.28
6215100000,"- Cravates, nœuds papillons et foulards cravates de soie ou de déchets de soie",20.0,18.0,44.28
6215200000,"- Cravates, nœuds papillons et foulards cravates de fibres synthétiques ou artificielles",20.0,18.0,44.28
6215900000,"- Cravates, nœuds papillons et foulards cravates d'autres matières textiles",20.0,18.0,44.28
6216000000,"Gants, mitaines et moufles.",20.0,18.0,44.28
6217100000,- Autres accessoires confectionnés du vêtement,20.0,18.0,44.28
6217900000,- Parties de vêtements ou d'accessoirs de vêtements autres que celles du n° 62.12,20.0,18.0,44.28
6301100000,- Couvertures chauffantes électriques,20.0,18.0,44.28
6301200000,- Couvertures (autres que les couvertures chauffantes électriques) de laine ou de poils fins,20.0,18.0,44.28
6301300000,- Couvertures (autres que les couvertures chauffantes électriques) de coton,20.0,18.0,44.28
6301400000,- Couvertures (autres que les couvertures chauffantes électriques) de fibres synthétiques,20.0,18.0,44.28
6301900000,- Autres couvertures du n° 63.01,20.0,18.0,44.28
7208370000,"-- Produit laminé plat, en fer ou acier non allié, largeur 600mm ou plus, enroulé, simplement laminé à chaud, d'épaisseur 4,75mm à 10mm",5.0,18.0,26.58
7208380000,"-- Produit laminé plat, en fer ou acier non allié, larg. 600mm ou plus, enroulé, simplement laminé à chaud, épais. de 3mm à moins de 4,75mm",5.0,18.0,26.58
7208390000,"-- Produit laminé plat, en fer ou acier non allié, largeur 600mm ou plus, enroulé, simplement laminé à chaud, d'épaisseur inférieure à 3mm",5.0,18.0,26.58
7208400000,"- Produit laminé plat, en fer ou en acier non alliés, largeur 600mm ou plus, non enroulé, simplement laminé à chaud, avec motifs en relief",5.0,18.0,26.58
7208510000,"-- Produit laminé plat, en fer ou acier non allié, largeur 600mm ou plus, non enroulé, simplement laminé à chaud, d'une épais. excédant 10mm",5.0,18.0,26.58
7208520000,"-- Produit laminé plat, en fer ou acier non allié, largeur 600mm ou plus, non enroulé, simplement laminé à chaud, épaisseur de 4,75mm à 10mm",5.0,18.0,26.58
7208530000,"-- Produit laminé plat, en fer ou acier non allié, larg. 600mm ou plus, non enroulé, simpl. laminé à chaud, épais. de 10mm à moins de 4,75mm",10.0,18.0,32.48
7208540000,"-- Produit laminé plat, en fer ou acier non allié, largeur 600mm ou plus, non enroulé, simplement laminé à chaud, épaisseur inférieure à 3mm",10.0,18.0,32.48
7208900000,"- Autres produits laminés plats, en fer ou en aciers non alliés, largeur 600mm ou plus, laminés à chaud, non plaqués ni revêtus, du n°72.08",10.0,18.0,32.48
7209150000,"-- Produits laminés plats, en fer ou en aciers non alliés, larg. 600mm ou plus, enroulés, simplement laminés à froid, épais. de 3mm ou plus",5.0,18.0,26.58
7209160000,"-- Produit laminé plat, en fer ou en acier non allié, larg. 600mm ou plus, enroulé, simpl. laminé à froid, épais. excéd. 1mm et moins de 3mm",5.0,18.0,26.58
7209170000,"-- Produits laminés plats, en fer ou en aciers non alliés, larg. 600mm ou plus, enroulés, simplement laminés à froid, épaiss. de 0,5mm à 1mm",5.0,18.0,26.58
7209180000,"-- Produits laminés plats, en fer ou en aciers non alliés, larg. 600mm ou plus, enroulés, simpl. laminés à froid, épais. inférieure à 0,5mm",5.0,18.0,26.58
7209250000,"-- Produits laminés plats, en fer ou en aciers non alliés, larg. 600mm ou plus, non enroulés, simplement laminés à froid, épais. 3mm ou plus",10.0,18.0,32.48
7209260000,"-- Produit laminé plat, en fer ou acier non allié, larg. 600mm ou plus,non enroulé, simpl. laminé à froid, épais. excéd. 1mm et moins de 3mm",10.0,18.0,32.48
