hs_code,description,duty_rate,vat_rate,all_in_rate
3003900000,"- Autres médicaments non présentés sous formes de doses ni conditionnés pour la vente au détail, du n° 30.03",0.0,18.0,2.5
3004100000,"- Médicaments … conditionnés pour la vente au détail, contenant des pénicillines ou leurs dérivés..., ou des streptomycines ou leurs dérivés",0.0,18.0,2.5
3004200000,"- Médicaments … conditionnés pour la vente au détail, contenant d'autres antibiotiques",0.0,18.0,2.5
3004310000,"-- Médicaments … présentés sous formes de doses (…) ou conditionnés pour vente au détail, contenant de l'insuline",0.0,18.0,2.5
3004320000,"-- Médicaments … conditionnés pour la vente au détail, contenant des hormones corticostéroïdes, leurs dérivés ou analogues structurels",0.0,18.0,2.5
3004390000,"-- Autres médicaments ... pour la vente au détail, contenant d'autres produits du n° 29.37 mais ne contenant pas d'antibiotiques",0.0,18.0,2.5
3004410000,"-- Préparation pharmaceutique contenant de l'éphédrine ou ses sels, conditionnés pour la vente au détail",0.0,18.0,2.5
3004420000,"-- Préparation pharmaceutique contenant de la pseudoéphédrine (DCI) ou ses sels, conditionnés pour la vente au détail",0.0,18.0,2.5
3004430000,"-- Préparation pharmaceutique contenant de la noréphédrine ou ses sels, conditionnés pour la vente au détail",0.0,18.0,2.5
3004490000,"-- Autres médicaments contenant les alcaloîdes ou leurs dérivés  … conditionnés pour vente au détail, du N°30.04",0.0,18.0,2.5
3004500000,"- Autres médicaments … conditionnés pour la vente au détail, contenant des vitamines ou d'autres produits du n° 29.36",0.0,18.0,2.5
0713101000,"-- Pois (Pisum sativum),secs, écossés, même décortiqués ou cassés, de semence",5.0,18.0,22.5
0713109000,"-- Pois (Pisum sativum), secs, écossés, même décortiqués ou cassés, autres que de semence",20.0,18.0,22.5
0713201000,"-- Pois chiches, secs, écossés, même décortiqués ou cassés, de semence",5.0,18.0,22.5
0713209000,"-- Pois chiches,secs, écossés, même décortiqués ou cassés, autres que de semence",20.0,18.0,22.5
0713311000,"---  Haricots des espèces Vigna mungo (L.) Hepper ou Vigna radiata (L.) Wilczek, secs, écossés, même décortiqués ou cassés, de semence",5.0,18.0,7.5
0713321000,"--- Haricots «petits rouges» (haricots Adzuki) (Phaseolus ou Vigna angularis, secs, écossés, même décortiqués ou cassés, de semence",5.0,18.0,7.5
1806100000,"- Poudre de cacao, avec addition de sucre ou d'autres édulcorants",35.0,18.0,44.28
1805009000,"-  Poudre de cacao, sans addition de sucre ou d'autres édulcorants, non présentée en emballages immédiats d'un contenu net de 2kg ou moins",35.0,18.0,44.28
1806200000,"- Autres préparations en blocs ou en barres d'un poids excédant 2kg, ou à l'état liquide ou pâteux ..., d'un contenu excédant 2kg",35.0,18.0,44.28
1806310000,"-- Chocolat et autres préparations alimentaires contenant du cacao, présentés en tablettes, barres ou bâtons, fourrés",35.0,18.0,44.28
1806321000,--- Chocolat non fourré,35.0,18.0,44.28
1806329000,"--- Autres préparations alimentaires contenant du cacao, présentées en tablettes, barres ou bâtons, non fourrées",35.0,18.0,44.28
1806901000,-- Autres confiseries contenant du cacao et du chocolat,35.0,18.0,44.28
1806909000,-- Autres préparations alimentaires contenant du cacao et du chocolat du n° 18.06,35.0,18.0,44.28
1901100000,"- Préparations pour l'alimentation des enfants, conditionnées pour la vente au détail",5.0,9.0,7.5
1901200000,"- Mélanges et pâtes pour la préparation des produits de la boulangerie, de la pâtisserie ou de la biscuiterie du n° 19.05",10.0,18.0,32.48
1901901000,"-- Préparations à base de lait contenant des matières grasses végétales, en poudre ou en granulés, en emballages de 25 kg ou plus.",5.0,9.0,17.04
1901902000,"-- Préparations à base de lait contenant des matières grasses végétales, en poudre ou en granulés, en embal. compris entre 12,5 kg et 25 kg.",5.0,9.0,17.04
1901903000,-- Extraits de malt,5.0,9.0,44.29
1901904000,"-- Préparations en poudre contenant des extraits de malt, pour la fabrication de boissons, en emballages de 25kg ou plus",10.0,9.0,44.29
1901909100,"--- Préparations alimentaires à base des produits de manioc du n° 11.06 (y compris le ""Gari"" et à l'exclusion des produits du n° 19.03)",20.0,9.0,44.29
1901909900,"--- Préparations alimentaires de farines,...dégraissées, NDCA; préparations alimentaires de produits des N° 04.01 à 04.04, ..., NDCA",20.0,9.0,44.29
1902110000,-- Pâtes alimentaires non cuites ni farcies ni autrement préparées contenant des oe?ufs,20.0,18.0,44.28
1902190000,-- Pâtes alimentaires non cuites ni farcies ni autrement préparées ne contenant pas d'oe?ufs,20.0,18.0,44.28
1902200000,- Pâtes alimentaires farcies (même cuites ou autrement préparées),20.0,18.0,44.28
1902300000,- Autres pâtes alimentaires du n° 19.02,20.0,18.0,44.28
1902400000,"- Couscous, même préparé",20.0,18.0,44.28
1903000000,"Tapioca et ses succédanés préparés à partir de fécules, sous forme de flocons, grumeaux, grains perlés, criblures ou formes similaires.",20.0,18.0,22.5
1904100000,"- Produits à base de céréales obtenus par soufflage ou grillage («corn flakes», par exemple)",20.0,18.0,44.28
1904201000,-- Flocons d?'avoine en emballages immédiats de 25kg ou plus,20.0,18.0,44.28
2832300000,- Thiosulfates,5.0,18.0,26.58
2833110000,-- Sulfate de disodium,5.0,18.0,26.58
2833190000,-- Sulfates de sodium autres que de disodium,5.0,18.0,26.58
2833210000,-- Sulfates de magnésium,5.0,18.0,26.58
2833220000,-- Sulfates d'aluminium,5.0,18.0,26.58
2833240000,-- Sulfates de nickel,5.0,18.0,26.58
2833250000,-- Sulfates de cuivre,5.0,18.0,26.58
2833270000,-- Sulfates de baryum,5.0,18.0,26.58
2833290000,-- Autres sulfates du n° 28.33,5.0,18.0,26.58
2833300000,- Aluns,5.0,18.0,26.58
2833400000,- Peroxosulfates (persulfates),5.0,18.0,26.58
2834100000,- Nitrites,5.0,18.0,26.58
2834210000,-- Nitrates de potassium,5.0,18.0,26.58
2834290000,-- Nitrates autres que de potassium,5.0,18.0,26.58
2835100000,- Phosphinates (hypophosphites) et phosphonates (phosphites),5.0,18.0,26.58
2835220000,-- Phosphates de mono- ou de disodium,5.0,18.0,26.58
2835240000,-- Phosphates de potassium,5.0,18.0,26.58
2835250000,-- Phosphates d'hydrogénoorthophosphate de calcium («phosphate dicalcique»),5.0,18.0,26.58
2835260000,-- Autres phosphates de calcium du n° 28.35,5.0,18.0,26.58
2835290000,-- Autres phosphates du n° 28.35,5.0,18.0,26.58
2835310000,-- Triphosphate de sodium (tripolyphosphate de sodium),5.0,18.0,26.58
2835390000,"-- Autres polyphosphates, de constitution chimique définie ou non, du n° 28.35",5.0,18.0,26.58
2836200000,- Carbonate de disodium,5.0,18.0,26.58
2836300000,- Hydrogénocarbonate (bicarbonate) de sodium,5.0,18.0,26.58
2836400000,- Carbonates de potassium,5.0,18.0,26.58
2836500000,- Carbonate de calcium,5.0,18.0,26.58
2836600000,- Carbonate de baryum,5.0,18.0,26.58
2836910000,-- Carbonates de lithium,5.0,18.0,26.58
2836920000,-- Carbonate de strontium,5.0,18.0,26.58
2836990000,-- Autres carbonates du n° 28.36; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium,5.0,18.0,26.58
2837110000,-- Cyanures et oxycyanures  de sodium,5.0,18.0,26.58
2837190000,-- Cyanures et oxycyanures  autres que de sodium,5.0,18.0,26.58
2837200000,- Cyanures complexes,5.0,18.0,26.58
2839110000,-- Métasilicates de sodium,5.0,18.0,26.58
2839190000,-- Silicates de sodium autres que le métasilicate de sodium,5.0,18.0,26.58
2839900000,"- Silicates et silicates des métaux alcalins du commerce, autres que de sodium",5.0,18.0,26.58
2840110000,-- Anhydre,5.0,18.0,26.58
2840190000,-- Tétraborate de disodium (borax raffiné)  à l'exclusion de l'anhydre,5.0,18.0,26.58
2840200000,- Borates autres que le tétraborate de disodium (borax raffiné),5.0,18.0,26.58
3004600000,"- Autres médicaments, contenant des principes actifs contre le paludisme décrits dans la Note 2 de sous-positions du présent Chapitre",0.0,18.0,2.5
3004902000,-- Sel de réhydratation orale (ORASEL),0.0,18.0,2.5
3004909000,"-- Autres médicaments … présentés sous formes de doses (…) ou conditionnés pour la vente au détail, du n° 30.04",0.0,18.0,2.5
3006100000,"- Catguts, ligatures similaires pour sutures chirurgicales(..) et adhésifs, stériles..les plaies; laminaires stériles; ...résorbables ou non",0.0,18.0,2.5
3006200000,- Réactifs destinés à la détermination des groupes ou des facteurs sanguins,0.0,18.0,2.5
3006300000,- Préparations opacifiantes pour examens radiographiques; réactifs de diagnostic conçus pour être employés sur le patient,0.0,18.0,2.5
3006400000,- Ciments et autres produits d'obturation dentaire; ciments pour la réfection osseuse,0.0,18.0,2.5
3006500000,"- Trousses et boîtes de pharmacie garnies, pour soins de première urgence",0.0,18.0,2.5
3006600000,"- Préparations chimiques contraceptives à base d?hormones, d?autres produits du n° 29.37 ou de spermicides",0.0,18.0,2.5
3006700000,- Préparations présentées sous forme de gel conçues pour ..médecine humaine ou vétérinaire comme..entre le corps et les instruments médicaux,0.0,18.0,20.68
3006910000,-- Appareillages identifiables de stomie,0.0,18.0,20.68
3006920000,-- Déchets pharmaceutiques,0.0,18.0,20.68
3101000000,"Engrais d'origine animale ou végétale, même mélangés entre eux ou...; engrais résultant du mélange ou ... d'origine animale ou végétale.",5.0,18.0,7.5
3102100000,"- Urée, même en solution aqueuse",0.0,18.0,2.5
3102210000,-- Sulfate d'ammonium,0.0,18.0,2.5
3102290000,-- Sels doubles et mélanges de sulfate d'ammonium et de nitrate d'ammonium,0.0,18.0,7.5
3102300000,"- Nitrate d'ammonium, même en solution aqueuse",0.0,18.0,2.5
3102400000,- Mélanges de nitrate d'ammonium et de carbonate de calcium ou d'autres matières inorganiques dépourvues de pouvoir fertilisant,5.0,18.0,7.5
3102500000,- Nitrate de sodium,0.0,18.0,2.5
3102600000,- Sels doubles et mélanges de nitrate de calcium et de nitrate d'ammonium,0.0,18.0,2.5
3102800000,- Mélanges d'urée et de nitrate d'ammonium en solutions aqueuses ou ammoniacales,5.0,18.0,7.5
3102900000,"- Autres engrais minéraux ou chimiques azotés, y compris les mélanges non visés dans les sous-positions précédentes, du n° 31.02",0.0,18.0,2.5
3103110000,-- Superphosphates contenant en poids 35% ou plus de pentaoxyde de diphosphore (P2O5),0.0,18.0,2.5
3103190000,-- Superphosphates autres que contenant en poids 35% ou plus de pentaoxyde de diphosphore (P2O5),0.0,18.0,2.5
3103900000,- Engrais minéraux ou chimiques phosphatés à l'exclusion des superphosphates,0.0,18.0,2.5
0713339000,"--- Haricots communs (Phaseolus vulgaris), ,secs,, écossés, même décortiqués ou cassés, autres que de semence",20.0,18.0,22.5
0713341000,"--- Pois Bambara (Pois de terre) (Vigna subterranea ou Voandzeia subterranea), secs, écossés, même décortiqués ou cassés, de semence",5.0,18.0,22.5
0713349000,"--- Pois Bambara (Pois de terre) (Vigna subterranea, Voandzeia subterranea), secs, écossés, même décortiqués ou cassés, aut. que de semence",20.0,18.0,22.5
0713351000,"--- Dolique à œil noir (Pois du Brésil, Niébé) (Vigna unguiculata), secs, écossés, même décortiqués ou cassés, de semence",5.0,18.0,22.5
0713359000,"--- Dolique à œil noir (Pois du Brésil, Niébé) (Vigna unguiculata), secs, écossés, même décortiqués ou cassés, autres que de semence",20.0,18.0,22.5
0713390000,"-- Autres haricots (Vigna spp., Phaseolus spp.), à cosse secs, écossés, même décortiqués ou cassés, non denommés",20.0,18.0,22.5
0713401000,"-- Lentilles sèches, écossés, même décortiquées ou cassées, de semence",5.0,18.0,22.5
0713409000,"-- Lentilles sèches, écossés, même décortiquées ou cassées, autrs que de semence",20.0,18.0,22.5
0713501000,"-- Fèves (Vicia faba var. major) et féveroles (Vicia faba var. ...minor), sèches, écossés, même décortiquées ou cassées, de semence",5.0,18.0,22.5
0713509000,"-- Fèves (Vicia faba var. major) et féveroles (Vicia faba var. ..minor), sèches, écossés, même décortiquées ou cassées,  aut. que de semence",20.0,18.0,22.5
0713601000,"-- Pois d'Ambrevade ou pois d'Angole (Cajanus cajan), secs, écossés, même décortiqués ou cassés, de semence",5.0,18.0,22.5
0713609000,"-- Pois d'Ambrevade ou pois d'Angole (Cajanus cajan), secs, écossés, même décortiqués ou cassés, autres que de semence",20.0,18.0,22.5
0713900000,"- Autres légumes à cosse secs, écossés, même décortiqués ou cassés du N° 07.13",20.0,18.0,22.5
0714100000,"- Racines de manioc fraiches, réfrigérées, congelées ou séchées, même débitées en morceaux ou agglomérées sous forme de pellets",20.0,18.0,22.5
0714200000,"- Patates douces fraiches, réfrigérées, congelées ou séchées, même débitées en morceaux ou agglomérées sous forme de pellets",20.0,18.0,22.5
0714300000,"- Ignames (Dioscorea spp.) fraiches, réfrigérées, congelées ou séchées, même débitées en morceaux ou agglomérées sous forme de pellets",20.0,18.0,22.5
0714400000,"- Colocases (Colocasia spp.) fraiches, réfrigérées, congelées ou séchées, même débitées en morceaux ou agglomérées sous forme de pellets",20.0,18.0,22.5
0714500000,"- Yautias (Xanthosoma spp.) frais, réfrigérés, congelés ou séchés, même débités en morceaux ou agglomérés sous forme de pellets",20.0,18.0,22.5
0714900000,"- Racines d'arrow-root..., racines et tubercules simil., NDCA, frais, réfrigérés, congelés ou séchés, même débités...; moelle de sagoutier",20.0,18.0,22.5
1904209000,"-- Autres préparations alimentaires de flocons de céréales (autres que le maïs), à l'exclusion de flocon d'avoine en embal. de 25 kg ou plus",20.0,18.0,44.28
1904300000,- Bulgur de blé,20.0,18.0,44.28
1904900000,"- Autres céréales précuites ou autrement préparées, non dénommées ni comprises ailleurs",20.0,18.0,44.28
1905200000,- Pain d?épices,20.0,18.0,44.28
1905310000,-- Biscuits additionnés d'?édulcorants,35.0,18.0,44.28
1905320000,-- Gaufres et gaufrettes,35.0,18.0,44.28
1905900000,"- Autres produits de la boulangerie, de la pâtisserie ou de la biscuiterie du N° 19.05; hosties, cachets vides ... produits similaires",35.0,18.0,44.28
2001100000,"- Concombres et cornichons, préparés ou conservés au vinaigre ou à l'acide acétique",20.0,18.0,44.28
2001900000,"- Légumes (aut. que concombre et cornichon), fruits et aut. parties comestib. de plante, préparés ou conservés au vinaigre ou acide acétique",20.0,18.0,44.28
2002100000,"- Tomates, entières ou en morceaux, préparées ou conservées autrement qu'au vinaigre ou à l'acide acétique",35.0,18.0,
2002901100,"--- Triples concentrés de tomates préparées ou conservées autr. qu'au vinaigre ou acide acétique, non conditionnés pour la vente au détail",10.0,18.0,32.48
2002901900,"--- Concentrés (sauf triples) de tomates, préparés ou conservés autr. qu'au vinaigre ou acide acétiq, non conditionnés pr la vente au détail",10.0,18.0,44.28
2002902000,"-- Concentrés de tomates, préparées ou conservées autrement qu'au vinaigre ou à l'acide acétique, conditionnés pour la vente au détail",35.0,18.0,
2002909000,"-- Autres tomates préparées ou conservées autrement qu'au vinaigre ou à l'acide acétique, du n° 20.02",35.0,18.0,44.28
2003100000,"- Champignons du genre Agaricus, préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique",20.0,18.0,44.28
2003900000,"- Champignons (autres que du genre Agaricus) et truffes, préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique",20.0,18.0,44.28
2004100000,"- Pommes de terre préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique, congelés, autres que les produits du n° 20.06",35.0,18.0,44.28
2004900000,"- Autres légumes (sauf pom. de terre) et leurs mélanges, préparés...qu'au vinaigre ou acide acétiq, congelés, aut. que les pduits du n°20.06",20.0,18.0,44.28
2005100000,"- Légumes homogénéisés préparés ou conservés autrement qu'au vinaigre ou acide acétique, non congelés, autres que les produits du n° 20.06",20.0,18.0,44.28
2005200000,"- Pommes de terre préparées ou conservées autrement qu'au vinaigre ou à l'acide acétique, non congelées, autres que les produits du n° 20.06",35.0,18.0,44.28
2005400000,"- Pois (Pisum sativum) préparés ou conservés autrement qu'au vinaigre ou à l'acide acétique, non congelés, aut. que les produits du n° 20.06",20.0,18.0,44.28
2005510000,"-- Haricots (...)en grains, préparés ou conservés autr. qu'au vinaigre ou à l'acide acétique, non congelés, aut. que les produits du n°20.06",20.0,18.0,44.28
4112000000,"Cuirs préparés après tannage ou dessèchement et cuirs et peaux parcheminés, d?ovins, épilés, même refendus, autres que ceux du n° 41.14.",10.0,18.0,32.48
4113100000,"- Cuirs préparés après tannage ou dessèchement et cuirs et peaux parcheminés, de caprins, épilés, même refendus, autres que ceux du n° 41.14",10.0,18.0,32.48
4113200000,"- Cuirs préparés après tannage ou dessèchement et cuirs et peaux parcheminés, de porcins, épilés, même refendus, autres que ceux du n° 41.14",10.0,18.0,32.48
4113300000,"- Cuirs et peaux parcheminés, de reptiles, même refendus, autres que ceux du n° 41.14",10.0,18.0,32.48
4113900000,"- Autres cuirs et peaux d'autres animaux, même refendus, du n° 41.13, autres que ceux du n° 41.14",10.0,18.0,32.48
4114100000,- Cuirs et peaux chamoisés (y compris le chamois combiné),10.0,18.0,32.48
4114200000,- Cuirs et peaux vernis ou plaqués; cuirs et peaux métallisés,10.0,18.0,32.48
4115100000,"- Cuir reconstitué, à base de cuir ou de fibres de cuir, en plaques, feuilles ou bandes même enroulées",10.0,18.0,32.48
4115200000,"- Rognures et autres déchets de cuirs ou de peaux préparés ou de cuir reconstitué, non utilisables (...); sciure, poudre et farine de cuir",10.0,18.0,32.48
4201000000,"Articles de sellerie ou de bourrellerie pour tous animaux (y compris les traits, laisses  ... et articles similaires), en toutes matières.",20.0,18.0,44.28
4202111000,"--- Malles, valises et mallettes ... serviettes, cartables...,à surface extérieure en cuir naturel ou reconstitué… pour industrie du montage",10.0,18.0,44.28
4202119000,"--- Malles, valises et mallettes ... cartables...,à surface extérieure en cuir naturel ou reconstitué… autres que pour industrie du montage",20.0,18.0,44.28
4202121000,"--- Malles, valises et mallettes ... cartables...,à surface extérieure en matières plastiques ou textiles ... pour industrie du montage",10.0,18.0,44.28
4202129000,"--- Malles, valises et mallettes ... cartables...,à surface extérieure en plastiques ou textiles … autres que pour industrie du montage",20.0,18.0,44.28
4202191100,"---- Malles, valises et mallettes, … serviettes, cartables et contenants similaires, en carton… pour l'industrie du montage",10.0,18.0,44.28
4202191900,"---- Malles, valises et mallettes, … serviettes, cartables et contenants similaires, en carton… autres que pour l'industrie du montage",20.0,18.0,44.28
4202192100,"---- Malles, valises et mallettes, … serviettes, cartables et contenants similaires, en métaux communs, ... pour l'industrie du montage",10.0,18.0,44.28
4202192900,"---- Malles, valises et mallettes, …  cartables et contenants similaires, en métaux communs, ... autres que pour l'industrie du montage",20.0,18.0,44.28
4202199100,"---- Malles, valises et mallettes,  … serviettes, cartables ..., en autres matières, …  pour l'industrie du montage",10.0,18.0,44.28
4202199900,"---- Malles, valises et mallettes,  … serviettes, cartables ..., en autres matières, … autres que pour l'industrie du montage",20.0,18.0,44.28
4202211000,"--- Sacs à main, même à bandoulière…, à surface extérieure en cuir naturel ou reconstitué ... pour l?'industrie du montage",10.0,18.0,44.28
4202219000,"--- Sacs à main, même à bandoulière…, à surface extérieure en cuir naturel ou reconstitué … autres que pour l?'industrie du montage",20.0,18.0,44.28
5505200000,"- Déchets de fibres artificielles (y compris les blouses, les déchets de fils et les effilochés)",10.0,18.0,32.48
5506100000,"- Fibres synthétiques discontinues de nylon ou d'autres polyamides, cardées, peignées ou autrement transformées pour la filature",10.0,18.0,32.48
5506200000,"- Fibres synthétiques discontinues de polyester, cardées, peignées ou autrement transformées pour la filature",10.0,18.0,32.48
5506300000,"- Fibres synthétiques discontinues acryliques ou modacryliques cardées, peignées ou autrement transformées pour la filature",10.0,18.0,32.48
5506400000,"- Fibres synthétiques discontinues de polypropylène, cardées, peignées ou autrement transformées pour la filature",10.0,18.0,32.48
5506900000,"- Autres fibres synthétiques discontinues, cardées, peignées ou autrement transformées pour la filature, du n° 55.06",10.0,18.0,32.48
5507000000,"Fibres artificielles discontinues, cardées, peignées ou autrement transformées pour la filature.",10.0,18.0,32.48
5508100000,"- Fils à coudre de fibres synthétiques discontinues, même conditionnés pour la vente au détail",10.0,18.0,32.48
5508200000,"- Fils à coudre de fibres artificielles discontinues, même conditionnés pour la vente au détail",10.0,18.0,32.48
5509110000,"-- Fils de fibres synth. discontinues (sauf fils à coudre), d'au moins 85% en poids de fib. de nylon ou d'aut. polyamides, simples, NCVD",10.0,18.0,32.48
5509120000,"-- Fils à coudre de fibres synth. (sauf fils à coudre), d'au moins 85% en poids de fib. de nylon ou d'aut. polyamides retors ou cablés, NCVD",10.0,18.0,32.48
5509210000,"-- Fils de fibres synthétiques discontinues (sauf fils à coudre),  contenant au moins 85% en poids de fibres de polyester, simples, NCVD",10.0,18.0,32.48
5509220000,"-- Fils de fibres synthétiques discontinues (sauf fils à coudre), contenant au moins 85% en poids de fibres retors ou cablés, NCVD",10.0,18.0,32.48
5509310000,"Fils de fibres synthétiques discontinues (sauf fils à coudre), d'au moins 85% en poids de fibres acryliques ou modacryliques, simples, NCVD",10.0,18.0,32.48
5509320000,"-- Fils de fibres synth. discontinues (sauf fils à coudre), d'au moins 85% en poids de fib. acryliques ou modacryliq. retors ou cablés, NCVD",10.0,18.0,32.48
5509410000,"-- Autres fils de fibres synth. discontinues (sauf fils à coudre), d'au moins 85% en poids de fib. synth. disc., simples, NCVD, du n° 55.09",10.0,18.0,32.48
5509420000,"-- Autres fils de fibres synthétiques discontinues (sauf fils à coudre), d'au moins 85% en poids de fib. retors ou câblés, NCVD, du n° 55.09",10.0,18.0,32.48
5509510000,"-- Autres fils de fibres discontinues de polyester (sauf fils à coudre), mélangées pcplt ou uniqment avec des fib. artificielles disc., NCVD",10.0,18.0,32.48
5509520000,"-- Autres fils de fibres discontinues de ployester (sauf fils à coudre) mélangées pcplt ou uniqment avec de la laine ou des poils fins, NCVD",10.0,18.0,32.48
5509530000,"-- Autres fils de fibres discontinues de polyester (sauf fils à coudre), mélangées principalement ou uniquement avec du coton, NCVD",10.0,18.0,32.48
5509590000,"-- Autres fils de fibres discontinues de polyester (sauf fils à coudre), non conditionnés pour la vente au détail,du n° 55.09",10.0,18.0,32.48
5509610000,"-- Autres fils de fibres disc. acryliq. ou modacryliq.(sauf fils à coudre) mélangées pcplt ou uniqt avec de la laine ou des poils fins, NCVD",10.0,18.0,32.48
4202229000,"--- Sacs à main, même à bandoulière…, à surface extérieure en matières plastiques ou textiles … autres que pour l?'industrie du montage",20.0,18.0,44.28
4202291000,"--- Autres sacs à main, même à bandoulière, entièrement à l'état démonté ou non monté importés pour l'industrie du montage, du n° 42.02",10.0,18.0,44.28
4202299000,"--- Autres sacs à main, même à bandoulière, entièrement à l'état démonté ou non monté importés aut. que pr industrie du montage, du n°42.02",20.0,18.0,44.28
4202310000,"-- Articles de poche ou de sac à main, à surface extérieure en cuir naturel ou en cuir reconstitué",20.0,18.0,44.28
4202320000,"-- Articles de poche ou de sac à main, à surface extérieure en feuilles de matières plastiques ou en matières textiles",20.0,18.0,44.28
4202390000,"-- Autres articles de poche ou de sac à main, du n° 42.02",20.0,18.0,44.28
4202911000,"--- Autres articles de voyage, sacs et contenants ..., à surface extérieure, en cuir naturel ou reconstitué ... pour l?'industrie du montage",20.0,18.0,44.28
4202919000,"--- Autres articles de voyage, sacs et ..., à surface extérieure, en cuir naturel ou reconstitué … autres que pour l?'industrie du montage",20.0,18.0,44.28
4202921000,"--- Autres articles de voyage, sacs et contenants …,à surface extérieure en feuilles plastiques ou textiles … pour l?'industrie du montage",20.0,18.0,44.28
4202929000,"--- Autres articles de voyage, sacs et …,à surface extérieure en feuilles plastiques ou textiles … autres que pour l?'industrie du montage",20.0,18.0,44.28
4202991000,"--- Autres contenants en cuir naturel ou reconstitué ... entièrement à l?'état démonté ou non monté ... pr ?industrie du montage, du n°42.02",20.0,18.0,44.28
4202999000,"--- Autres contenants en cuir naturel ou reconstitué, à l'?état démonté ou non monté … autres que pour l'?industrie du montage, du n°42.02",20.0,18.0,44.28
4203100000,- Vêtements en cuir naturel ou reconstitué,20.0,18.0,44.28
4203210000,"-- Gants, mitaines et moufles, en cuir naturel ou reconstitué, spécialement conçus pour la pratique de sports",20.0,18.0,44.28
4203290000,"-- Gants, mitaines et moufles, en cuir naturel ou reconstitué, autres que pour la pratique de sports",20.0,18.0,44.28
4203300000,"- Ceintures, ceinturons et baudriers, en cuir naturel ou reconstitué",20.0,18.0,44.28
4203400000,"- Autres accessoires du vêtement en cuir naturel ou reconstitué, du n° 42.03",20.0,18.0,44.28
4205000000,Autres ouvrages en cuir naturel ou reconstitué.,20.0,18.0,44.28
4206000000,"Ouvrages en boyaux, en baudruches, en vessies ou en tendons.",10.0,18.0,32.48
4301100000,"- Pelleteries brutes de visons, entières, même sans les têtes, queues ou pattes, autres que les peaux des n° s 41.01, 41.02 ou 41.03",5.0,18.0,26.58
4301300000,"- Pelleteries brutes d'agneaux dits astrakan, ..., d'agneaux des Indes, Chine, Mongolie ou du Tibet, entières, même sans les têtes... pattes",5.0,18.0,26.58
4301600000,"- Pelleteries brutes de renards, entières, même sans les têtes, queues ou pattes, autres que les peaux des n° s 41.01, 41.02 ou 41.03",5.0,18.0,26.58
4301800000,"- Pelleteries brutes d'autres animaux, entières, même sans les têtes, queues ou pattes, autres que les peaux des n° s 41.01, 41.02 ou 41.03",5.0,18.0,26.58
3706901000,"-- Films cinématographiques, impressionnés et développés...,autres que ceux d'une largeur de 35mm ou plus, destinés aux salles de spectacles",20.0,18.0,22.5
3706909000,"-- Films cinématographiques, impressionnés et développés...,aut. que ceux d'une largeur de 35mm ou plus ou destinés aux salles de spectacles",20.0,18.0,44.28
3707100000,- Emulsions pour la sensibilisation des surfaces pour usages photographiques,20.0,18.0,44.28
3707900000,"- Autres préparations chimiques et produits non mélangés, pour usages photographiques, du n° 37.07",20.0,18.0,44.28
3801100000,- Graphite artificiel,10.0,18.0,32.48
3801200000,- Graphite colloïdal ou semi-colloïdal,10.0,18.0,32.48
3801300000,- Pâtes carbonées pour électrodes et pâtes similaires pour le revêtement intérieur des fours,10.0,18.0,32.48
3801900000,"- Autres préparations à base de graphite ou d'autre carbone, sous forme de pâtes, blocs, plaquettes ou d'autres demi-produits, du n° 38.01",10.0,18.0,32.48
3802100000,- Charbons activés,10.0,18.0,32.48
3802900000,"- Matières minérales naturelles activées; noirs d'origine animale, y compris le noir animal épuisé",10.0,18.0,32.48
3803000000,"Tall oil, même raffiné.",10.0,18.0,32.48
3804000000,"Lessives résiduaires de la fabrication des pâtes de cellulose,..., y cpris les lignosulfonates, mais à l'exclusion du tall oil du n°38.03.",10.0,18.0,32.48
3805100000,"- Essences de térébenthine, de bois de pin ou de papeterie au sulfate",10.0,18.0,32.48
3805900000,- Autres essences terpéniques ...; dipentène brut; ...; huile de pin contenant l'alpha-terpinéol comme constituant principal,10.0,18.0,32.48
3806100000,- Colophanes et acides résiniques,10.0,18.0,32.48
3806200000,"- Sels de colophanes, d'acides résiniques ou de dérivés de colophanes ou d'acides résiniques, autres que les sels des adducts de colophanes",10.0,18.0,32.48
3806300000,- Gommes esters,10.0,18.0,32.48
3806900000,- Dérivés de colophanes ou d'acides résiniques; essence et huiles de colophane; gommes fondues autres qu'esters,10.0,18.0,32.48
3807000000,"Goudrons de bois; huiles de goudron de bois; créosote de bois; méthylène; poix végétales, de brasserie et préparations...de poix végétales",10.0,18.0,32.48
3808520000,"-- DDT (ISO) (clofenotane (DCI), conditionné dans des emballages d'un contenu en poids net n'excédant pas 300 g",5.0,18.0,22.5
3808591100,"---- Marchandises mentionnées dans la note1 de sous-position du présent chap., autres que celles du N°3808.52 CVD, destinées à l'agriculture",5.0,18.0,22.5
3808591900,"---- Autres marchandises mentionnées dans la note1 de sous-position du chap.38, sauf celles du N°3808.52 CVD, non destinées à l'agriculture",20.0,18.0,22.5
3808599000,"--- Marchandises mentionnées dans la note1 de sous-position du présent chap., autres que celles du N°3808.52 non CVD",5.0,18.0,22.5
